,Hour,Temperature,Humidity,Wind_Speed,Visibilty,Solar_Radiation,Rainfall,Snowfall,Seasons,Holiday,Month,Year,Weekday,Is_Weekend
7457,17,19.4,32,3.2,2000,0.63,0.0,0.0,Autumn,0,10,2018,Sunday,1
7752,0,11.3,71,1.2,1997,0.0,0.0,0.0,Autumn,0,10,2018,Saturday,1
7086,6,18.4,95,0.1,752,0.0,0.0,0.0,Autumn,0,9,2018,Saturday,1
3826,10,16.1,43,1.4,1985,2.41,0.0,0.0,Spring,0,5,2018,Wednesday,0
3560,8,12.7,67,0.6,378,0.86,0.0,0.0,Spring,0,4,2018,Saturday,1
3873,9,14.3,72,0.7,342,0.84,0.0,0.0,Spring,0,5,2018,Friday,0
6628,4,24.0,70,1.2,2000,0.0,0.0,0.0,Autumn,0,9,2018,Monday,0
1946,2,-0.8,76,0.8,421,0.0,0.0,0.0,Winter,0,2,2018,Tuesday,0
5668,4,28.5,74,2.6,1549,0.0,0.0,0.0,Summer,0,7,2018,Wednesday,0
5166,6,24.0,84,0.1,1969,0.05,0.0,0.0,Summer,0,7,2018,Wednesday,0
3512,8,11.7,62,0.6,956,0.62,0.0,0.0,Spring,0,4,2018,Thursday,0
1610,2,-11.2,36,2.9,1981,0.0,0.0,0.0,Winter,0,2,2018,Tuesday,0
4725,21,21.4,54,1.5,2000,0.0,0.0,0.0,Summer,0,6,2018,Friday,0
6827,11,23.7,40,2.0,2000,2.6,0.0,0.0,Autumn,0,9,2018,Tuesday,0
2194,10,-1.8,30,2.1,1608,1.59,0.0,0.0,Spring,0,3,2018,Friday,0
7786,10,13.4,46,0.8,1718,1.61,0.0,0.0,Autumn,0,10,2018,Sunday,1
557,5,5.1,82,0.6,185,0.0,0.0,0.0,Winter,1,12,2017,Sunday,1
6041,17,28.8,83,4.0,969,0.39,1.1,0.0,Summer,0,8,2018,Thursday,0
1207,7,0.2,60,0.3,1145,0.0,0.0,0.0,Winter,0,1,2018,Saturday,1
6024,0,28.9,75,1.6,1946,0.0,0.0,0.0,Summer,0,8,2018,Thursday,0
6163,19,32.7,56,2.2,2000,0.33,0.0,0.0,Summer,0,8,2018,Tuesday,0
1510,22,-3.9,52,1.2,1871,0.0,0.0,0.0,Winter,0,2,2018,Thursday,0
3877,13,20.8,45,2.8,688,3.17,0.0,0.0,Spring,0,5,2018,Friday,0
3756,12,15.7,96,1.1,568,0.5,3.0,0.0,Spring,0,5,2018,Sunday,1
8304,0,5.4,64,0.8,2000,0.0,0.0,0.0,Autumn,0,11,2018,Monday,0
3235,19,9.5,76,2.3,2000,0.02,0.0,0.0,Spring,0,4,2018,Saturday,1
3654,6,17.9,93,0.9,202,0.0,0.1,0.0,Spring,0,5,2018,Wednesday,0
7610,2,9.1,68,0.3,921,0.0,0.0,0.0,Autumn,0,10,2018,Sunday,1
6018,18,34.5,45,2.0,2000,1.0,0.0,0.0,Summer,0,8,2018,Wednesday,0
266,2,-11.5,50,0.7,2000,0.0,0.0,0.0,Winter,0,12,2017,Tuesday,0
1140,12,8.1,51,1.4,367,0.75,0.0,0.0,Winter,0,1,2018,Wednesday,0
3186,18,17.9,16,3.7,2000,0.92,0.0,0.0,Spring,0,4,2018,Thursday,0
6258,18,30.1,37,2.1,2000,0.88,0.0,0.0,Summer,0,8,2018,Saturday,1
8303,23,6.3,62,0.0,1993,0.0,0.0,0.0,Autumn,0,11,2018,Sunday,1
1909,13,3.7,17,1.4,2000,1.98,0.0,0.0,Winter,0,2,2018,Sunday,1
5458,10,29.8,54,1.8,1737,2.34,0.0,0.0,Summer,0,7,2018,Monday,0
7653,21,15.5,86,1.3,178,0.0,0.0,0.0,Autumn,0,10,2018,Monday,0
656,8,-4.7,30,0.6,2000,0.0,0.0,0.0,Winter,0,12,2017,Thursday,0
6912,0,21.8,83,1.5,2000,0.0,0.0,0.0,Autumn,0,9,2018,Saturday,1
5657,17,34.9,51,2.2,1235,0.98,0.0,0.0,Summer,0,7,2018,Tuesday,0
998,14,-7.4,38,3.3,1718,1.15,0.0,0.0,Winter,0,1,2018,Thursday,0
7936,16,10.6,35,3.3,2000,1.02,0.0,0.0,Autumn,0,10,2018,Saturday,1
2834,2,12.9,83,1.6,369,0.0,0.0,0.0,Spring,0,3,2018,Thursday,0
8355,3,6.1,66,0.5,1347,0.0,0.0,0.0,Autumn,0,11,2018,Wednesday,0
1237,13,4.9,22,2.0,1446,1.0,0.0,0.0,Winter,0,1,2018,Sunday,1
7460,20,15.5,37,1.9,2000,0.0,0.0,0.0,Autumn,0,10,2018,Sunday,1
5768,8,28.6,63,0.8,1867,1.0,0.0,0.0,Summer,0,7,2018,Sunday,1
6721,1,21.6,77,2.6,1777,0.0,0.0,0.0,Autumn,0,9,2018,Friday,0
2186,2,-5.3,52,1.2,1434,0.0,0.0,0.0,Spring,0,3,2018,Friday,0
1134,6,2.7,71,1.1,270,0.0,0.0,0.0,Winter,0,1,2018,Wednesday,0
1303,7,-15.9,30,3.0,2000,0.0,0.0,0.9,Winter,0,1,2018,Wednesday,0
1627,19,-8.4,37,4.0,2000,0.0,0.0,0.0,Winter,0,2,2018,Tuesday,0
5681,17,33.2,56,2.2,1428,1.03,0.0,0.0,Summer,0,7,2018,Wednesday,0
1522,10,-4.1,43,1.2,1187,0.59,0.0,0.0,Winter,0,2,2018,Friday,0
358,22,-0.1,49,2.0,870,0.0,0.0,0.0,Winter,0,12,2017,Friday,0
138,18,1.7,90,1.0,66,0.0,0.3,0.3,Winter,0,12,2017,Wednesday,0
299,11,-8.1,35,1.8,1806,0.96,0.0,0.0,Winter,0,12,2017,Wednesday,0
1556,20,-8.5,31,4.1,2000,0.0,0.0,0.0,Winter,0,2,2018,Saturday,1
382,22,-7.6,41,1.6,2000,0.0,0.0,0.0,Winter,0,12,2017,Saturday,1
6092,20,32.8,47,1.9,2000,0.01,0.0,0.0,Summer,0,8,2018,Saturday,1
6068,20,32.2,52,2.3,2000,0.02,0.0,0.0,Summer,0,8,2018,Friday,0
7035,3,19.6,72,1.7,1140,0.0,0.0,0.0,Autumn,0,9,2018,Thursday,0
6393,9,24.8,85,1.7,2000,0.32,0.0,0.0,Summer,0,8,2018,Friday,0
7804,4,10.0,62,0.6,1759,0.0,0.0,0.0,Autumn,0,10,2018,Monday,0
7149,21,16.8,58,1.2,2000,0.0,0.0,0.0,Autumn,1,9,2018,Monday,0
7310,14,19.3,36,3.5,1986,2.28,0.0,0.0,Autumn,0,10,2018,Monday,0
7704,0,9.2,64,0.7,2000,0.0,0.0,0.0,Autumn,0,10,2018,Thursday,0
2721,9,6.5,40,2.5,588,0.69,0.0,0.0,Spring,0,3,2018,Saturday,1
1932,12,4.7,43,2.1,1131,1.38,0.0,0.0,Winter,0,2,2018,Monday,0
5362,10,26.7,88,1.6,802,0.89,0.5,0.0,Summer,0,7,2018,Thursday,0
8057,17,13.7,37,1.4,2000,0.49,0.0,0.0,Autumn,0,11,2018,Thursday,0
8129,17,16.9,33,2.2,1972,0.43,0.0,0.0,Autumn,0,11,2018,Sunday,1
4211,11,23.1,30,2.5,1896,3.01,0.0,0.0,Spring,0,5,2018,Friday,0
7041,9,18.2,93,1.4,572,0.18,1.0,0.0,Autumn,0,9,2018,Thursday,0
3831,15,21.2,35,2.9,1733,2.88,0.0,0.0,Spring,0,5,2018,Wednesday,0
7665,9,11.8,55,0.7,1182,0.55,0.0,0.0,Autumn,0,10,2018,Tuesday,0
6950,14,23.4,72,2.2,682,0.73,0.0,0.0,Autumn,0,9,2018,Sunday,1
4202,2,16.1,70,0.6,787,0.0,0.0,0.0,Spring,0,5,2018,Friday,0
4220,20,20.4,45,2.0,1457,0.06,0.0,0.0,Spring,0,5,2018,Friday,0
796,4,-6.1,45,2.3,2000,0.0,0.0,0.0,Winter,0,1,2018,Wednesday,0
2416,16,11.9,25,2.7,1424,1.83,0.0,0.0,Spring,0,3,2018,Sunday,1
785,17,0.3,27,2.6,2000,0.18,0.0,0.0,Winter,0,1,2018,Tuesday,0
3182,14,18.8,27,4.9,1888,3.13,0.0,0.0,Spring,0,4,2018,Thursday,0
123,3,-3.2,78,0.0,1808,0.0,0.2,0.4,Winter,0,12,2017,Wednesday,0
2172,12,0.5,46,4.7,1172,2.49,0.0,0.0,Spring,1,3,2018,Thursday,0
6359,23,31.2,50,1.8,2000,0.0,0.0,0.0,Summer,0,8,2018,Wednesday,0
6306,18,31.6,47,2.1,1867,0.26,0.0,0.0,Summer,0,8,2018,Monday,0
7803,3,10.2,60,1.0,1796,0.0,0.0,0.0,Autumn,0,10,2018,Monday,0
4388,20,25.0,39,2.8,2000,0.06,0.0,0.0,Summer,0,6,2018,Friday,0
910,22,1.1,40,0.5,1305,0.0,0.0,0.0,Winter,0,1,2018,Sunday,1
2309,5,2.5,63,1.3,1987,0.0,0.0,0.0,Spring,0,3,2018,Wednesday,0
8456,8,2.6,53,0.7,1548,0.03,0.0,0.0,Autumn,0,11,2018,Sunday,1
3658,10,17.7,88,1.1,322,0.36,0.0,0.0,Spring,0,5,2018,Wednesday,0
1257,9,0.1,33,0.8,1901,0.06,0.0,0.0,Winter,0,1,2018,Monday,0
4506,18,26.6,52,2.5,1368,1.09,0.0,0.0,Summer,1,6,2018,Wednesday,0
1178,2,-0.3,44,1.7,1295,0.0,0.0,0.0,Winter,0,1,2018,Friday,0
4700,20,22.6,74,1.2,1594,0.01,0.0,0.0,Summer,0,6,2018,Thursday,0
3674,2,7.3,86,1.7,2000,0.0,0.0,0.0,Spring,0,5,2018,Thursday,0
442,10,-4.6,41,2.8,1815,0.57,0.0,2.5,Winter,0,12,2017,Tuesday,0
6748,4,17.2,66,0.6,2000,0.0,0.0,0.0,Autumn,0,9,2018,Saturday,1
1399,7,-8.0,39,1.9,2000,0.0,0.0,0.0,Winter,0,1,2018,Sunday,1
1457,17,-2.4,85,0.3,174,0.06,0.0,0.6,Winter,0,1,2018,Tuesday,0
5433,9,27.0,71,1.0,1518,0.97,0.0,0.0,Summer,0,7,2018,Sunday,1
1054,22,-4.3,81,0.4,435,0.0,0.0,0.0,Winter,0,1,2018,Saturday,1
3299,11,16.9,27,1.5,1354,2.66,0.0,0.0,Spring,0,4,2018,Tuesday,0
6750,6,16.2,70,0.3,2000,0.0,0.0,0.0,Autumn,0,9,2018,Saturday,1
3723,3,11.6,53,1.1,1904,0.0,0.0,0.0,Spring,0,5,2018,Saturday,1
3783,15,24.6,38,2.1,1478,1.85,0.0,0.0,Spring,0,5,2018,Monday,0
929,17,2.7,50,2.8,1957,0.06,0.0,0.0,Winter,0,1,2018,Monday,0
6235,19,31.0,31,1.5,2000,0.34,0.0,0.0,Summer,0,8,2018,Friday,0
1829,5,-2.4,33,3.1,2000,0.0,0.0,0.0,Winter,1,2,2018,Thursday,0
7607,23,11.0,62,0.3,946,0.0,0.0,0.0,Autumn,0,10,2018,Saturday,1
4269,21,19.5,46,1.8,1734,0.0,0.0,0.0,Spring,0,5,2018,Sunday,1
8288,8,6.3,81,0.8,365,0.11,0.0,0.0,Autumn,0,11,2018,Sunday,1
7117,13,22.7,44,1.4,1913,1.77,0.0,0.0,Autumn,1,9,2018,Sunday,1
6533,5,24.0,97,0.9,1347,0.0,0.5,0.0,Summer,0,8,2018,Thursday,0
2011,19,3.5,60,2.7,936,0.0,0.0,0.0,Winter,0,2,2018,Thursday,0
6675,3,20.2,77,0.4,2000,0.0,0.0,0.0,Autumn,0,9,2018,Wednesday,0
6222,6,21.8,51,2.0,2000,0.0,0.0,0.0,Summer,0,8,2018,Friday,0
3243,3,6.4,83,2.3,1158,0.0,0.0,0.0,Spring,0,4,2018,Sunday,1
2606,14,10.1,59,3.3,2000,0.57,0.0,0.0,Spring,0,3,2018,Monday,0
3288,0,9.6,31,0.8,2000,0.0,0.0,0.0,Spring,0,4,2018,Tuesday,0
6656,8,20.5,90,1.9,490,0.53,0.0,0.0,Autumn,0,9,2018,Tuesday,0
5857,1,31.5,69,1.5,1512,0.0,0.0,0.0,Summer,0,8,2018,Thursday,0
6,6,-6.6,35,1.3,2000,0.0,0.0,0.0,Winter,0,12,2017,Friday,0
2980,4,14.1,97,1.7,306,0.0,3.0,0.0,Spring,0,4,2018,Wednesday,0
3385,1,15.5,60,1.1,658,0.0,0.0,0.0,Spring,0,4,2018,Saturday,1
4822,22,20.8,71,2.1,800,0.0,0.0,0.0,Summer,0,6,2018,Tuesday,0
1943,23,0.5,73,1.5,465,0.0,0.0,0.0,Winter,0,2,2018,Monday,0
5380,4,24.8,86,2.1,1103,0.0,0.0,0.0,Summer,0,7,2018,Friday,0
8318,14,14.2,33,1.5,1374,1.84,0.0,0.0,Autumn,0,11,2018,Monday,0
7590,6,6.6,80,1.0,1424,0.0,0.0,0.0,Autumn,0,10,2018,Saturday,1
8486,14,10.6,34,2.8,920,1.07,0.0,0.0,Autumn,0,11,2018,Monday,0
8513,17,9.8,28,2.4,1983,0.29,0.0,0.0,Autumn,0,11,2018,Tuesday,0
8313,9,5.2,55,1.4,1752,0.67,0.0,0.0,Autumn,0,11,2018,Monday,0
3134,14,21.2,35,7.4,1992,1.8,0.0,0.0,Spring,0,4,2018,Tuesday,0
7601,17,18.7,33,1.1,1164,0.7,0.0,0.0,Autumn,0,10,2018,Saturday,1
2242,10,9.8,90,0.8,335,0.64,0.0,0.0,Spring,0,3,2018,Sunday,1
1474,10,-2.3,63,1.7,1286,0.22,0.0,3.2,Winter,0,1,2018,Wednesday,0
6535,7,24.3,96,1.4,1025,0.04,0.0,0.0,Summer,0,8,2018,Thursday,0
1889,17,0.6,17,3.3,2000,0.79,0.0,0.0,Winter,1,2,2018,Saturday,1
3459,3,9.6,94,1.3,523,0.0,2.4,0.0,Spring,0,4,2018,Tuesday,0
5488,16,32.0,51,2.4,1402,2.55,0.0,0.0,Summer,0,7,2018,Tuesday,0
3729,9,16.1,50,2.6,1628,1.52,0.0,0.0,Spring,0,5,2018,Saturday,1
2021,5,1.0,91,0.7,257,0.0,0.0,3.8,Winter,0,2,2018,Friday,0
4068,12,20.5,42,2.1,2000,3.42,0.0,0.0,Spring,0,5,2018,Saturday,1
6913,1,21.8,79,1.4,2000,0.0,0.0,0.0,Autumn,0,9,2018,Saturday,1
8559,15,6.9,31,2.9,1982,1.21,0.0,0.0,Autumn,0,11,2018,Thursday,0
6772,4,17.0,59,0.0,2000,0.0,0.0,0.0,Autumn,0,9,2018,Sunday,1
2658,18,2.0,77,1.3,2000,0.07,0.0,0.0,Spring,0,3,2018,Wednesday,0
1130,2,3.1,65,0.8,310,0.0,0.0,0.0,Winter,0,1,2018,Wednesday,0
7991,23,4.3,58,1.4,2000,0.0,0.0,0.0,Autumn,0,10,2018,Monday,0
8698,10,4.4,23,1.6,1201,0.7,0.0,0.0,Autumn,0,11,2018,Wednesday,0
5405,5,24.8,86,1.6,1170,0.0,0.0,0.0,Summer,0,7,2018,Saturday,1
4366,22,21.1,59,2.1,1874,0.0,0.0,0.0,Spring,0,5,2018,Thursday,0
8371,19,11.5,52,2.4,1319,0.0,0.0,0.0,Autumn,0,11,2018,Wednesday,0
4192,16,23.5,36,4.0,1763,2.42,0.0,0.0,Spring,0,5,2018,Thursday,0
4717,13,25.3,48,1.8,1935,3.42,0.0,0.0,Summer,0,6,2018,Friday,0
1236,12,3.9,30,1.6,1085,0.91,0.0,0.0,Winter,0,1,2018,Sunday,1
8621,5,2.1,94,0.4,248,0.0,0.0,2.5,Autumn,0,11,2018,Sunday,1
8051,11,11.1,46,1.6,1518,1.84,0.0,0.0,Autumn,0,11,2018,Thursday,0
2282,2,0.3,71,0.9,1999,0.0,0.0,0.0,Spring,0,3,2018,Tuesday,0
5976,0,28.8,72,0.8,2000,0.0,0.0,0.0,Summer,0,8,2018,Tuesday,0
7842,18,14.5,71,2.1,1235,0.06,0.0,0.0,Autumn,0,10,2018,Tuesday,0
4141,13,22.7,52,1.0,1399,0.94,0.0,0.0,Spring,1,5,2018,Tuesday,0
5115,3,21.1,96,2.4,866,0.0,4.5,0.0,Summer,0,7,2018,Monday,0
7915,19,12.9,66,2.5,1997,0.0,0.0,0.0,Autumn,0,10,2018,Friday,0
386,2,-8.7,40,2.8,2000,0.0,0.0,0.0,Winter,0,12,2017,Sunday,1
1628,20,-9.6,34,2.6,2000,0.0,0.0,0.0,Winter,0,2,2018,Tuesday,0
3609,9,17.5,65,1.0,416,1.0,0.0,0.0,Spring,0,4,2018,Monday,0
5355,3,26.2,83,0.3,1294,0.0,0.0,0.0,Summer,0,7,2018,Thursday,0
2714,2,5.0,50,1.7,669,0.0,0.0,0.0,Spring,0,3,2018,Saturday,1
7473,9,12.2,51,0.7,1918,1.02,0.0,0.0,Autumn,0,10,2018,Monday,0
6624,0,24.7,67,1.2,2000,0.0,0.0,0.0,Autumn,0,9,2018,Monday,0
7845,21,12.6,70,1.2,1425,0.0,0.0,0.0,Autumn,0,10,2018,Tuesday,0
3213,21,16.4,24,2.9,1983,0.0,0.0,0.0,Spring,0,4,2018,Friday,0
8731,19,5.2,48,1.9,1590,0.0,0.0,0.0,Autumn,0,11,2018,Thursday,0
4353,9,18.8,59,1.6,1233,1.9,0.0,0.0,Spring,0,5,2018,Thursday,0
909,21,1.2,39,0.6,1378,0.0,0.0,0.0,Winter,0,1,2018,Sunday,1
6651,3,20.6,97,0.2,500,0.0,0.0,0.0,Autumn,0,9,2018,Tuesday,0
1866,18,1.4,56,3.2,1932,0.22,0.0,0.0,Winter,1,2,2018,Friday,0
1842,18,1.1,18,2.5,2000,0.2,0.0,0.0,Winter,1,2,2018,Thursday,0
2497,1,16.3,68,2.1,1859,0.0,0.0,0.0,Spring,0,3,2018,Thursday,0
7351,7,11.2,85,0.3,1593,0.02,0.0,0.0,Autumn,1,10,2018,Wednesday,0
5710,22,29.4,78,1.6,1011,0.0,0.0,0.0,Summer,0,7,2018,Thursday,0
8562,18,4.1,46,2.7,2000,0.01,0.0,0.0,Autumn,0,11,2018,Thursday,0
4054,22,14.2,73,1.9,2000,0.0,0.0,0.0,Spring,0,5,2018,Friday,0
2702,14,12.4,33,2.9,811,2.71,0.0,0.0,Spring,0,3,2018,Friday,0
7311,15,19.0,40,3.8,1983,1.96,0.0,0.0,Autumn,0,10,2018,Monday,0
331,19,-4.2,40,0.9,1216,0.0,0.0,0.0,Winter,0,12,2017,Thursday,0
5168,8,26.4,64,0.5,1909,1.33,0.0,0.0,Summer,0,7,2018,Wednesday,0
5195,11,26.3,71,1.1,1340,0.86,0.0,0.0,Summer,0,7,2018,Thursday,0
2459,11,12.6,49,1.4,988,0.84,0.0,0.0,Spring,0,3,2018,Tuesday,0
1774,22,-4.2,57,1.7,2000,0.0,0.0,0.0,Winter,0,2,2018,Monday,0
5489,17,31.8,52,2.4,1438,1.93,0.0,0.0,Summer,0,7,2018,Tuesday,0
7925,5,8.0,65,1.6,2000,0.0,0.0,0.0,Autumn,0,10,2018,Saturday,1
2686,22,3.9,66,2.7,990,0.0,0.0,0.0,Spring,0,3,2018,Thursday,0
7570,10,11.6,40,1.7,1991,1.77,0.0,0.0,Autumn,0,10,2018,Friday,0
8393,17,13.7,38,1.4,884,0.29,0.0,0.0,Autumn,0,11,2018,Thursday,0
6139,19,32.1,60,2.3,1987,0.25,0.0,0.0,Summer,0,8,2018,Monday,0
6472,16,24.7,85,1.2,1143,0.99,0.0,0.0,Summer,0,8,2018,Monday,0
6774,6,15.8,69,0.9,2000,0.0,0.0,0.0,Autumn,0,9,2018,Sunday,1
6724,4,20.8,66,1.5,1719,0.0,0.0,0.0,Autumn,0,9,2018,Friday,0
8193,9,11.2,86,1.0,372,0.09,0.5,0.0,Autumn,0,11,2018,Wednesday,0
6622,22,25.7,64,1.1,2000,0.0,0.0,0.0,Autumn,0,9,2018,Sunday,1
173,5,-5.8,56,2.0,1941,0.0,0.0,0.0,Winter,0,12,2017,Friday,0
4663,7,19.4,69,0.3,1277,0.42,0.0,0.0,Summer,0,6,2018,Wednesday,0
3345,9,12.4,29,1.5,1380,1.49,0.0,0.0,Spring,0,4,2018,Thursday,0
6502,22,22.9,97,1.3,2000,0.0,0.5,0.0,Summer,0,8,2018,Tuesday,0
3396,12,24.3,14,3.3,1701,3.19,0.0,0.0,Spring,0,4,2018,Saturday,1
3335,23,10.7,42,0.9,1236,0.0,0.0,0.0,Spring,0,4,2018,Wednesday,0
5277,21,25.3,55,1.4,2000,0.0,0.0,0.0,Summer,0,7,2018,Sunday,1
5481,9,27.5,60,2.2,1252,1.59,0.0,0.0,Summer,0,7,2018,Tuesday,0
6888,0,22.1,74,1.1,1962,0.0,0.0,0.0,Autumn,0,9,2018,Friday,0
5879,23,32.4,64,1.7,1153,0.0,0.0,0.0,Summer,0,8,2018,Thursday,0
4727,23,19.6,55,1.4,2000,0.0,0.0,0.0,Summer,0,6,2018,Friday,0
3427,19,15.2,64,1.7,1185,0.02,0.5,0.0,Spring,0,4,2018,Sunday,1
18,18,0.6,66,1.4,2000,0.0,0.0,0.0,Winter,0,12,2017,Friday,0
3715,19,15.5,46,2.6,1782,0.34,0.0,0.0,Spring,0,5,2018,Friday,0
6645,21,21.6,97,0.5,646,0.0,0.5,0.0,Autumn,0,9,2018,Monday,0
4144,16,19.5,80,1.2,553,0.53,0.4,0.0,Spring,1,5,2018,Tuesday,0
3652,4,18.4,81,0.4,300,0.0,0.0,0.0,Spring,0,5,2018,Wednesday,0
6954,18,21.5,89,3.0,350,0.18,0.0,0.0,Autumn,0,9,2018,Sunday,1
2174,14,1.2,36,6.0,1430,2.86,0.0,0.0,Spring,1,3,2018,Thursday,0
1356,12,-14.4,30,2.7,1906,1.17,0.0,0.5,Winter,0,1,2018,Friday,0
8068,4,5.2,74,1.3,1386,0.0,0.0,0.0,Autumn,0,11,2018,Friday,0
8192,8,11.3,89,1.1,279,0.01,0.0,0.0,Autumn,0,11,2018,Wednesday,0
3112,16,15.3,24,1.5,1534,2.0,0.0,0.0,Spring,0,4,2018,Monday,0
182,14,-1.3,27,3.1,1906,1.12,0.0,0.0,Winter,0,12,2017,Friday,0
6864,0,21.9,62,1.0,1822,0.0,0.0,0.0,Autumn,0,9,2018,Thursday,0
6947,11,23.4,61,2.1,1964,0.91,0.0,0.0,Autumn,0,9,2018,Sunday,1
1812,12,6.9,67,3.9,986,0.42,0.0,0.0,Winter,0,2,2018,Wednesday,0
5689,1,27.6,79,1.0,1261,0.0,0.0,0.0,Summer,0,7,2018,Thursday,0
6280,16,33.3,32,2.4,2000,1.98,0.0,0.0,Summer,0,8,2018,Sunday,1
4960,16,32.2,39,2.8,928,1.74,0.0,0.0,Summer,0,6,2018,Monday,0
1800,0,2.0,65,2.2,1885,0.0,0.0,0.0,Winter,0,2,2018,Wednesday,0
2429,5,3.3,53,0.4,1208,0.0,0.0,0.0,Spring,0,3,2018,Monday,0
6789,21,22.2,57,1.2,2000,0.0,0.0,0.0,Autumn,0,9,2018,Sunday,1
7720,16,18.5,40,1.8,2000,1.28,0.0,0.0,Autumn,0,10,2018,Thursday,0
8397,21,9.6,52,1.3,906,0.0,0.0,0.0,Autumn,0,11,2018,Thursday,0
6399,15,24.0,94,3.1,1188,0.41,0.5,0.0,Summer,0,8,2018,Friday,0
5864,8,31.6,50,1.1,1943,0.76,0.0,0.0,Summer,0,8,2018,Thursday,0
5444,20,29.2,72,2.1,1932,0.09,0.0,0.0,Summer,0,7,2018,Sunday,1
5035,19,20.9,97,1.0,1747,0.19,0.0,0.0,Summer,0,6,2018,Thursday,0
8549,5,-0.4,39,0.8,2000,0.0,0.0,0.0,Autumn,0,11,2018,Thursday,0
4698,18,24.0,61,1.5,1935,0.26,0.0,0.0,Summer,0,6,2018,Thursday,0
1159,7,1.5,86,1.1,189,0.0,0.0,0.0,Winter,0,1,2018,Thursday,0
1213,13,6.3,55,3.0,792,0.85,0.0,0.0,Winter,0,1,2018,Saturday,1
7534,22,9.2,55,0.9,2000,0.0,0.0,0.0,Autumn,0,10,2018,Wednesday,0
1325,5,-15.8,37,2.7,2000,0.0,0.0,0.7,Winter,0,1,2018,Thursday,0
5425,1,25.5,83,2.3,1576,0.0,0.0,0.0,Summer,0,7,2018,Sunday,1
4844,20,23.3,68,3.6,895,0.11,0.0,0.0,Summer,0,6,2018,Wednesday,0
1455,15,-1.6,55,2.5,1891,0.64,0.0,0.0,Winter,0,1,2018,Tuesday,0
5161,1,25.4,79,1.0,2000,0.0,0.0,0.0,Summer,0,7,2018,Wednesday,0
5010,18,25.0,69,1.5,1125,0.52,0.0,0.0,Summer,0,6,2018,Wednesday,0
6731,11,23.8,51,3.5,1970,2.62,0.0,0.0,Autumn,0,9,2018,Friday,0
1644,12,-6.0,24,2.6,1964,1.97,0.0,0.0,Winter,0,2,2018,Wednesday,0
2140,4,5.4,56,1.7,472,0.0,0.0,0.0,Winter,0,2,2018,Wednesday,0
4584,0,20.2,66,1.5,2000,0.0,0.0,0.0,Summer,0,6,2018,Sunday,1
4505,17,27.4,48,2.7,1084,1.8,0.0,0.0,Summer,1,6,2018,Wednesday,0
8646,6,1.8,88,1.1,313,0.0,0.0,0.3,Autumn,0,11,2018,Monday,0
4426,10,24.8,34,1.3,1869,2.09,0.0,0.0,Summer,0,6,2018,Sunday,1
729,9,-1.9,82,1.6,410,0.15,0.0,1.2,Winter,1,12,2017,Sunday,1
4405,13,29.6,24,2.4,1873,3.42,0.0,0.0,Summer,0,6,2018,Saturday,1
5598,6,25.3,73,0.6,1979,0.02,0.0,0.0,Summer,0,7,2018,Sunday,1
1936,16,6.3,35,2.9,1117,1.1,0.0,0.0,Winter,0,2,2018,Monday,0
3817,1,11.3,58,1.3,2000,0.0,0.0,0.0,Spring,0,5,2018,Wednesday,0
8428,4,1.7,74,1.7,1226,0.0,0.0,0.0,Autumn,0,11,2018,Saturday,1
7731,3,8.5,74,1.3,2000,0.0,0.0,0.0,Autumn,0,10,2018,Friday,0
6282,18,32.3,41,1.9,2000,0.62,0.0,0.0,Summer,0,8,2018,Sunday,1
1110,6,1.2,69,0.6,436,0.0,0.0,0.0,Winter,0,1,2018,Tuesday,0
7178,2,16.6,54,1.5,2000,0.0,0.0,0.0,Autumn,0,9,2018,Wednesday,0
2998,22,10.9,58,1.5,2000,0.0,0.0,0.0,Spring,0,4,2018,Wednesday,0
2394,18,6.2,61,3.2,1411,0.4,0.0,0.0,Spring,0,3,2018,Saturday,1
1185,9,-2.1,42,1.3,1519,0.17,0.0,0.0,Winter,0,1,2018,Friday,0
2007,15,5.0,49,4.4,1138,0.96,0.0,0.0,Winter,0,2,2018,Thursday,0
193,1,-4.1,49,0.6,2000,0.0,0.0,0.0,Winter,0,12,2017,Saturday,1
7885,13,19.4,32,1.1,1787,2.31,0.0,0.0,Autumn,0,10,2018,Thursday,0
578,2,-1.8,53,4.1,1825,0.0,0.0,0.0,Winter,1,12,2017,Monday,0
771,3,-2.5,62,0.4,1626,0.0,0.0,0.0,Winter,0,1,2018,Tuesday,0
2395,19,5.3,67,2.6,1314,0.02,0.0,0.0,Spring,0,3,2018,Saturday,1
1478,14,-0.7,33,2.7,1984,0.56,0.0,2.5,Winter,0,1,2018,Wednesday,0
1846,22,-1.9,30,0.8,2000,0.0,0.0,0.0,Winter,1,2,2018,Thursday,0
7512,0,16.6,53,0.9,2000,0.0,0.0,0.0,Autumn,0,10,2018,Wednesday,0
4322,2,18.7,83,0.6,469,0.0,0.0,0.0,Spring,0,5,2018,Wednesday,0
3764,20,17.6,77,1.2,2000,0.01,0.0,0.0,Spring,0,5,2018,Sunday,1
4648,16,26.2,47,3.8,1996,2.45,0.0,0.0,Summer,0,6,2018,Tuesday,0
5655,15,35.8,47,2.2,1029,1.51,0.0,0.0,Summer,0,7,2018,Tuesday,0
6490,10,25.4,75,0.7,1995,0.96,0.0,0.0,Summer,0,8,2018,Tuesday,0
